Package Name,Reviewer name,Review,Rating
OCTech.Mobile.Applications.TouchScan,Gerald Schmidt,"i use a generic elm and bafx adaptor. both work fine. but I had to go into settings/pref/comm to select the specific bluetooth listing it did not find the paired adapter, even if it was the only one. the software is good and seems very complete. intuitive to use. I wonder if you can program tpms or force a regen on my sprinter Also does it reset limp home mode situations? It offerers me $9.99 options for my 2016 Tacoma but not for my 2016 mb sprinter.",5
OCTech.Mobile.Applications.TouchScan,Boriqua 1898,"I use this every race day. I have a e90 328i that's built for time attack and this set to view coolant, catalytic temperatures and voltage. How ever I do have high oil temperature problems and cant find a supporting pid for oil temperatures. Is there a support team to help with this situation?",4
OCTech.Mobile.Applications.TouchScan,Knapptastic Media,Works great,5
OCTech.Mobile.Applications.TouchScan,Gordon Brown,Really good,5
OCTech.Mobile.Applications.TouchScan,Kuldeep Rana,Bad service,1
OCTech.Mobile.Applications.TouchScan,Jeff Coan,Not able to read the vin on my 97 ranger. Only can get basic code clearing to work.,2
OCTech.Mobile.Applications.TouchScan,Carl Archer,App works well. I was having issues but I emailed support a couple of times and with there help I was able to get everything working. The enhanced diagnostic has lots of useful info.,5
OCTech.Mobile.Applications.TouchScan,dano themano,"Better, free apps on the marketplace... Give this one a wide berth! No suitable for Australian vehicles, even though it's on the market. Was a waste of money from my part... Though they should specify its not for the Aussie market.",1
OCTech.Mobile.Applications.TouchScan,Jerry Varga,Works great with best buys fixd scanner,5
OCTech.Mobile.Applications.TouchScan,adiel manik,I want a refund Does not work with mercedes 2018 onwards,1
OCTech.Mobile.Applications.TouchScan,Ian Petersen,"LOVE this app! It's simple, functional, everything I want and none of what I what don't want (fluff).",5
OCTech.Mobile.Applications.TouchScan,The Fixer,Does not work with any of my obdII cables. Waste of money.,1
OCTech.Mobile.Applications.TouchScan,L0w_k3y,Best app for BMW.. worth every penny 🍻🥰😎,5
OCTech.Mobile.Applications.TouchScan,Chicken Man,So far works well. Still learning thr dash board.,4
OCTech.Mobile.Applications.TouchScan,Eben Wight,"Functions as advertised with no added BS. I'm giving 4 rather than three because the support for manufacturer implemented PIDs is LEGIT. SOME NEEDED FEATURES: -Ability to edit/export/load logging and PID confs AT RUNTIME. I want to make presets, NOT to have to select everything by hand every single time. -Ability to import/edit PIDs from add-ons, (custom names e.g.) -Better graphing (4 variable max?! That UI is BAD too). Go look at what Real Time Charts for Torque can do and let's talk",4
OCTech.Mobile.Applications.TouchScan,Cody Bates,Doesn't do what I needed it for and I can't find a way to get a refund. Doesn't provide regen information for a duramax if that's what you want.,1
OCTech.Mobile.Applications.TouchScan,Yvonne Contreras,Does not work,1
OCTech.Mobile.Applications.TouchScan,Jim Noone,Works for me. GREAT Tool,5
OCTech.Mobile.Applications.TouchScan,jaMIKEca,It's great,5
OCTech.Mobile.Applications.TouchScan,Benjamin QwkSilver,"I got this app specifically to connect to the tpms on my Toyota Prius 2009 , it doesn't , but I don't see any way to get a refund on the app or the advanced package",1
OCTech.Mobile.Applications.TouchScan,Chris Stubb,I was so happy to find this app so I can monitor my tourqe converter and transmission temperature on my 3rd gen tacoma,5
OCTech.Mobile.Applications.TouchScan,Rob,Garbage. Won't connect reliably,1
OCTech.Mobile.Applications.TouchScan,Tim P.,App Will not connect unless engine is running. Then when you go to read the DTC's a message pops up advising that you may want to turn the engine off because it may interfere with the engine. I turn the engine off but keep vehicle in on position and it disconnects. The only way to connect is with engine running. Requested refund through google play. If this is corrected I may return and buy it again. Also the app didn't have an in app search for BMW DTC p1112. The free app did.,2
OCTech.Mobile.Applications.TouchScan,Sheena Thompson,Worked fine last year now won't connect to my Samsung galaxy ever.,1
OCTech.Mobile.Applications.TouchScan,Manny,"It use to be great, now I have 4 different adapters and it won't connect to any of them.",1
OCTech.Mobile.Applications.TouchScan,JONAH PITAH,Best apps for monitoring car engine system and controling driving habit for fuel consumption.,5
OCTech.Mobile.Applications.TouchScan,Jeremy Duckworth,Terrific diagnostic app for repairing your personal vehicles. You can get the features you need you don't have to worry about covering multiple vehicles. The data logging feature with your added features and add-ons is awesome. I can record a trip in my Toyota and cover over 2000 parameters at once.,5
OCTech.Mobile.Applications.TouchScan,Kenny w,I mean I have had worse,5
OCTech.Mobile.Applications.TouchScan,Dustin Sager,Great app,5
OCTech.Mobile.Applications.TouchScan,Partinderjit singh,Not better than free available apps. Don't waste money by purchasing this app.,1
OCTech.Mobile.Applications.TouchScan,Loza Mx.,Excellent!,5
OCTech.Mobile.Applications.TouchScan,Anthony Xavier,Works as described,5
OCTech.Mobile.Applications.TouchScan,erik victoria,"Works well with carista and purchasing the toyota upgrade. Juat wish the app itself was ""prettier""(the torque app is much better looking but lacks transmission temperature reading on newer toyotas) . Also need to know what the difference is on a/t oil temperature 1 and 2. Please respond.",4
OCTech.Mobile.Applications.TouchScan,Manny Perez,Always helps me pass the smog by telling me the accurate trouble codes and I love the feature that it tells you it's ready for emissions testing. Amazing OBD2 app in my book.,5
OCTech.Mobile.Applications.TouchScan,Pato Marin,Works great with my 2008 Hyundai Santa Fe and elm327 Bluetooth adapter,5
OCTech.Mobile.Applications.TouchScan,Frankie Holland,I am using this with the Kobra OBD2 Android Bluetooth device. This Fusion app will not connect to it. I've gotten free apps to work but of course when I pay for an app it doesn't work. This may work fine for your device though. I wish they listed devices this app is compatible with. I spent a few hours troubleshooting and tried every which way to get a connection.,1
OCTech.Mobile.Applications.TouchScan,Simon,Does what I need it to.,4
OCTech.Mobile.Applications.TouchScan,Mike Shamun,Good,5
OCTech.Mobile.Applications.TouchScan,AK Solar Technologies Kris Kanev,The ap doesn't work with 3 of my cars for a paid app it's not well built I want a refund please,1
OCTech.Mobile.Applications.TouchScan,Rick Westerfield,Does all I need for my LS swapped 70 El Camino.,5
OCTech.Mobile.Applications.TouchScan,william zuk,Seems to work for my car but l can't get it to log/save info,3
OCTech.Mobile.Applications.TouchScan,Conor O'Mahony,I love messing around with data entry and there is an abundance of data! Very cool.,5
OCTech.Mobile.Applications.TouchScan,Tony Wu,Mazda selection does not support bt50 which I purchased this app according to OBD2 aus suggestions to use to measure transmission coolant temperature.,1
OCTech.Mobile.Applications.TouchScan,Shane Harris,This app dosent have advanced addons for hundai. Please help... Thank you for actually reaponding.,4
OCTech.Mobile.Applications.TouchScan,David Kiely,"Purchased add on. Other apps much cheaper found more PID's than the add ons for this app. Add ons for extra PID's we're all configured correctly. It did pick up some extra PID's but again, bought a much cheaper app and it had more working available PID's",1
OCTech.Mobile.Applications.TouchScan,Mark Bulman,Could not connect android with obd scanner...had to buy it again on apple,1
OCTech.Mobile.Applications.TouchScan,Youn,Its not working on my 2021 Tundra,1
OCTech.Mobile.Applications.TouchScan,Stephen Steele,Bugs!,3
OCTech.Mobile.Applications.TouchScan,Chris John,"G'day, I want to monitor the transmission temp of my 2019 Ford Ranger 3.2 auto. I bought the Enhanced Diagnostics for 2019 Ford but I now can't get the app to connect to the OBD2 devices. It says there are no new modules to load. I didn't read the help until after I bought the ED Pack. The Ranger isn't listed in the list of Ford Vehicles. Can you please advise on how to rectify this? Or arrange a refund?",1
OCTech.Mobile.Applications.TouchScan,Primo Vasquez,App works awesome! So many pics that can be monitored! Was looking for a way to monitor my iat1 and iat2 for my supercharger. Works great!,5
OCTech.Mobile.Applications.TouchScan,James Shinn,Very informative.,4
OCTech.Mobile.Applications.TouchScan,menotu 000,Works great for my 2014 KIA Rio,5
OCTech.Mobile.Applications.TouchScan,Steven Maurno,it's quirky and won't connect to my Atoto android head unit so I tried it on my phone and even bought a new OBD dongle recommended by then and it works better but still randomly disconnects. Torque Pro is a better app.,2
OCTech.Mobile.Applications.TouchScan,Felipe Miranda-Pardo,Info not useful at all,1
OCTech.Mobile.Applications.TouchScan,Alex Chliwnyj,"I was expecting to be able to graph some data. For my H3 the Only 4 things available to select for graphing were MAF, speed and two accelerometers.Completely useless for diagnosing any problems.",1
OCTech.Mobile.Applications.TouchScan,Yankee Doodle,"This is a great app. Paid for the enhanced metrics, and they work like a charm. I bought a hybrid vehicle and this shows me all kinds of data flawlessly. I even used it to fix my O2 sensor on my old car. Very good app.",5
OCTech.Mobile.Applications.TouchScan,lazer driver,Download extras specifically for my F250 and this piece of trash connects and then drops. Car Gauge Pro work for me Don't waste your money on this app,1
OCTech.Mobile.Applications.TouchScan,Neil Hassman,Works as advertised!!!,4
OCTech.Mobile.Applications.TouchScan,Fabio Spinola,Not worth the price thought this was better then one torq but not,2
OCTech.Mobile.Applications.TouchScan,OG Panda MEDIA,Best scanner and diagnostic tool ever. SUPER HELPFUL. super easy to use.,5
OCTech.Mobile.Applications.TouchScan,Adam Duda,"Very slow updates compared to obd torque, useless to do any logging because of that.",3
OCTech.Mobile.Applications.TouchScan,Leo Lima,"This app is amazing! It worked out of the box with my cheap ELM 327 bluetooth device I paid 15 bucks for, plus 5 bucks for the app and 11 bucks for the enhanced package for Toyota. For little over 30 bucks I have complete live diagnostic data for my car. ABS, transmission, engine.. you named it. No subscription required. I double there is a more affordable option out there. Highly recommended!.",5
OCTech.Mobile.Applications.TouchScan,Kata Schmidt,"Pulls and clears codes. Has many diagnostic tools, tests and pulls information that normally requires a very expensive scanner.",5
OCTech.Mobile.Applications.TouchScan,Tom Tran,Worth the money,5
OCTech.Mobile.Applications.TouchScan,Isreal Perez,I can't get it to work right,2
OCTech.Mobile.Applications.TouchScan,Chandra Griffith,Cant figure out how to add parrameters to view. Like dpf or instant fuel economy. I was contacted and is working just fine now,4
OCTech.Mobile.Applications.TouchScan,Andrew Nevill,I was hoping it would read my airbag fault on my mitsubishi triton but no go. This is the only reason why I got the app. So disappointed not happy.,1
OCTech.Mobile.Applications.TouchScan,Bryan C,Works great.. No Hatchback type?,4
OCTech.Mobile.Applications.TouchScan,Bill Raines,Outstanding device,5
OCTech.Mobile.Applications.TouchScan,Thys Smit,"Did buy the extra plugin for ford 2017, but this app cant read airbags errors on my ford ranger",1
OCTech.Mobile.Applications.TouchScan,John Ordille,I just installed this app and it won't open.,1
OCTech.Mobile.Applications.TouchScan,Ashir Mahendra,"Perfect cluster layout, lets me monitor more settings than I would have ever imagined",5
OCTech.Mobile.Applications.TouchScan,Dave Garcia,Great product for my 2019 Tundra with great support.,5
OCTech.Mobile.Applications.TouchScan,R Silva,Works.,4
OCTech.Mobile.Applications.TouchScan,Tim Thompson,No tpms for 2008 Nissan Titan.,1
OCTech.Mobile.Applications.TouchScan,r mil,"The app didn't do much, it only has 2 pids mph and rpm, it did not connect to O2 sensors, I found it very disappointing",1
OCTech.Mobile.Applications.TouchScan,Aaron J. Sparrow,"Waste of time, did not support my SRS.",1
OCTech.Mobile.Applications.TouchScan,Benjamin Ellwood,"Purchased with the plan to buy expansion for my 2014 Chevrolet just to find out no Chevrolet is supported for the abs/airbag reading capabilities. Wish it had been more clear in the discription, very disappointed.",1
OCTech.Mobile.Applications.TouchScan,Sean O'Flaherty,"Always difficult to connect to the OBD2 scanner, but once connected it's good.",4
OCTech.Mobile.Applications.TouchScan,Matthew Jones,Excellent app. Allowed me to easily identify a faulty lambda sensor and replace it.,5
OCTech.Mobile.Applications.TouchScan,J. Wilson,"Update: I have once again found a fix. I turned off mobile data. I have it connecting 3 out of 3 times. Update: I am once again unable to connect to my wifi OBD2 device. I am still able to connect with different software (Car Scanner), so I don't think it's entirely a hardware issue. Ok, so following the instructions imbedded in a different app (OBD Mary), I found that by disabling battery optimization I could get it to work every time. You may want to include this information in your app.",4
OCTech.Mobile.Applications.TouchScan,Trevor Napier,Too many paid add ons required on top of purchasing app.,1
OCTech.Mobile.Applications.TouchScan,D Poolman,Works with the obdll port i got. Checks codes. Clears them. Perfect!,5
OCTech.Mobile.Applications.TouchScan,Marlon Rodriguez,"This is one of the best OBD apps, it has lots of features and graphs I did not know I had access to. Highly recommended for Do It Yourself.",5
OCTech.Mobile.Applications.TouchScan,Puiu Antonie,"When can we analyze another modules, like abs, airbag, etc?",5
OCTech.Mobile.Applications.TouchScan,John Smith,A very good diagnostic program the add-ons have been worthwhile,5
OCTech.Mobile.Applications.TouchScan,Yasir Wahab,"It doesnot show error code, when there is ABS and traction control error on the dash however it can clear ABS codes.I have bought the advance features for my prius 2011.kindly resolve this issue so that it can show error codes.",3
OCTech.Mobile.Applications.TouchScan,AzurusNova,"Helped me figure out that I have a cylinder 3 misfire. Edit: I understand it might be a little difficult to implement something like this considering all the different car models, but along with the error codes have a small list of possible things to look into. in my case because of the misfire of cylinder 3 replacing the air filter because the fuel was too lean help to alleviate most of the problem.",4
OCTech.Mobile.Applications.TouchScan,Nathan English,"Bought the Toyota/Lexus/Scion specific add in for my 2017 GX. would have rated it higher but none of the tire pressure PIDs worked and there is no engine oil temperature PID to monitor. How do I reach out to the ""support team""? I purchased the enhanced add on but I do not see it anywhere within it...",3
OCTech.Mobile.Applications.TouchScan,Can Pham,Good App. Usefull Functions!,4
OCTech.Mobile.Applications.TouchScan,Guilo Guilito,"Great app, works like a charm!",5
OCTech.Mobile.Applications.TouchScan,Gloria Stoner,Very insightful info.,4
OCTech.Mobile.Applications.TouchScan,dug kemp,Been useing app since 2016 still useing it works great.40 plus years exp.in mechanics great app.very easy to use and very helpfull.does what it says.use it daily,5
OCTech.Mobile.Applications.TouchScan,Jonathan Chan,Works really well! I'm able to use a Bluetooth OBD dongle to connect to my Audi and read/reset fault codes. Well worth the few bucks!! Thanks!,5
OCTech.Mobile.Applications.TouchScan,Larry C,Worst car diag app on the market. Sadly I paid for this too. Clumsy menus.. Does not read ms-can data. Does not reset DTCs. There are much better apps available. Do not buy.,1
OCTech.Mobile.Applications.TouchScan,Artificial Amateur,Paid for this app but every second or third time you open it you have to conect to internet before it will work. Outragous. I need this to work OFFLINE everytime.,1
OCTech.Mobile.Applications.TouchScan,mina rezk,"Not worth the money lots of other apps have the same options for free, nothing special.",1
OCTech.Mobile.Applications.TouchScan,Neil Archambault,I have four trouble lights on my dash and this app wouldn't detect a single one. Tried multiple times. Uninstalled.,1
OCTech.Mobile.Applications.TouchScan,Phyllis Epstein,Does not clear engine codes,1
OCTech.Mobile.Applications.TouchScan,Ace,doesn't even work!! stuck saying connecting to my veepeak forever! don't waste your money. it's a hit or miss,1
OCTech.Mobile.Applications.TouchScan,Wolverine,Enabled me to verify status of cats...,5
OCTech.Mobile.Applications.TouchScan,Frank Coquillette,More than my feeble brain can handle,5
OCTech.Mobile.Applications.TouchScan,Benjamin MacLean,Will not connect to obd2 when other apps will 🤷🏻‍♂️,1
OCTech.Mobile.Applications.TouchScan,Matt Latta,Dashboards update much slower on Android than they do on iOS using the same OBD port reader,3
OCTech.Mobile.Applications.TouchScan,Micky P,"Very useful, worked on all cars I owned.",5
OCTech.Mobile.Applications.TouchScan,M Simo,"Had this for a few months. So far, so good. Much better than some others.",5
OCTech.Mobile.Applications.TouchScan,Roy Langford JR,The only good thing about this app is that it is not expensive. And even at it's low price it's still a waste of money in my opinion.,1
OCTech.Mobile.Applications.TouchScan,V K,Very basic,1
OCTech.Mobile.Applications.TouchScan,gavin1980 cosgrove,Just paid for this app and Doesn't seem to read codes like carista app does!!,1
OCTech.Mobile.Applications.TouchScan,Hanmer Man,Work like it says,5
OCTech.Mobile.Applications.TouchScan,Erick Alicea,Love it,5
OCTech.Mobile.Applications.TouchScan,Isaias Peñaloza,"It connects good, and diagnose the problem, it can turned off the engine light also, only thing is you have to pay extra for the type of car you have after you have already purchase the app it self.",4
OCTech.Mobile.Applications.TouchScan,private private,"App is good, I've even paid for the enhanced diagnostics. I love using this app. However I was in the middle of nowhere, app refused to connect without validating the app. I had no internet access. This needs to be fixed asap. If there is no internet, at least allow the app to run in normal mode.(temporarily disable the enhanced diagnostics). Also my OBD adapter is WiFi, so the enhanced diagnostics randomly get enabled please fix it.",3
OCTech.Mobile.Applications.TouchScan,Spaghetti Overcooked,"Very nicely made, I have been logging my cars with it. Reliable so far",5
OCTech.Mobile.Applications.TouchScan,Hemanshu Bulsara,Update- initially I was not able to connect Kiwi3 and I tried Bluetooth and Bluetooth LE. After unpairing and trying Bluetooth LE I was able to connect. Thanks Dev for your information.,5
OCTech.Mobile.Applications.TouchScan,Dusty,"Best OBD2 app for Android. Worth the money. This is for more advanced users, however the interface is easy to use. Thanks dev!",5
OCTech.Mobile.Applications.TouchScan,tom f,THE BEST! Have this app for about a year. The ability to customize the gauges and screens is nearly unlimited. Access to every sensor on my L5P Duramax. UPDATE: Well over a year with this app and still thinks it is great.,5
OCTech.Mobile.Applications.TouchScan,Tim Walsh,good,5
OCTech.Mobile.Applications.TouchScan,Steven Abiakam,This app can not scan my hyundai sonata 3.3l 2007 Abs and srs airbag and that the reason i bought it. Pls i need to know why i can scan my car for abs and srs airbag. Or just get a refund. Please kindly let me know when u have enhanced diagnostic addon for Hyundai. Thank you good app and good integrity,4
OCTech.Mobile.Applications.TouchScan,Jacob Morgan,Good for scanning data and looking at codes. I even use it at work sometimes,5
OCTech.Mobile.Applications.TouchScan,Thomas Bloesch,Easy to read engine codes and is able to clear codes.,5
OCTech.Mobile.Applications.TouchScan,Shirley Brockton,Pretty much useless and tedious.,2
OCTech.Mobile.Applications.TouchScan,Sam Hubbard,Does everything I need for a DIY guy,5
OCTech.Mobile.Applications.TouchScan,Dean&Cody's Channel,Great obd2. Using it on my ZHP,5
OCTech.Mobile.Applications.TouchScan,Wayne Lockwood,Won't connect to sensor. No refund policy. I wonder why? Trash.,1
OCTech.Mobile.Applications.TouchScan,Sam Heumann,Could not get the app to reflect correct data,2
OCTech.Mobile.Applications.TouchScan,Alex,One of the better OBD2 apps for android. Would love to see video With data overlay like track addict or torque recorder .,4
OCTech.Mobile.Applications.TouchScan,Jabulani Mfusi,Not working for me,1
OCTech.Mobile.Applications.TouchScan,Stephen Ouellette,"Difficult to connect to OBD scanners that other developers' apps seem to have no problem with. Otherwise a nice program, with excellent appearance. But plagued by inconsistent connection issues.",2
OCTech.Mobile.Applications.TouchScan,Danny Kearse,Great app,5
OCTech.Mobile.Applications.TouchScan,Natasha Herrin,Great app,5
OCTech.Mobile.Applications.TouchScan,certifiablegeek certifiablegeek,"Excellent, some live tests not able to be done, but overall great app.",4
OCTech.Mobile.Applications.TouchScan,John Hendriks,I have to rate this great app with 1 star. The reason relates to its licencing which relies on access to the network. A lot of my travels in Australia are remote with no network. This means the app becomes unusable/useless. If you want 100% usability buy a scanguage.,1
OCTech.Mobile.Applications.TouchScan,Mike Momodu,Wonderful tool for car diagnosis,5
OCTech.Mobile.Applications.TouchScan,Snakes Alive,Great app works better than any other I've found,5
OCTech.Mobile.Applications.TouchScan,Andrew Potter,Cannot be used with carista,1
OCTech.Mobile.Applications.TouchScan,Quentin Wojtyna,The application does not detect DTCs ... I have to start 3-4 times the applications for it to detect. I would like to be reimbursed ..,1
OCTech.Mobile.Applications.TouchScan,Antonio B Junior,Do every thing I need,5
OCTech.Mobile.Applications.TouchScan,clint vlahakis,Does not work for Nissan Hardbody ZD30 UK. Year 2000 05. So it is a useless app.,1
OCTech.Mobile.Applications.TouchScan,Ricky Bone,It is work pretty good so far,4
OCTech.Mobile.Applications.TouchScan,Daniel Ross,Will not connect tried other apps without a problem but this one does not work at all for me,1
OCTech.Mobile.Applications.TouchScan,n Nnn,"A little laggy but could just be my phone, other than that its very helpful.",4
OCTech.Mobile.Applications.TouchScan,Jerry David,Great app. Very useful and reliable. Just wish I could turn off all the popup notifications/ warnings!,5
OCTech.Mobile.Applications.TouchScan,Husam Orphan,"Very good app, but i want to ask you ,, after buy purchase extras i can diagnose ABS, SRS, TCM and other systems.",5
OCTech.Mobile.Applications.TouchScan,Mike Wobrock,Prefer Torque.,3
OCTech.Mobile.Applications.TouchScan,Benito Boadilla,Great app. Let's me know what's really going on with my truck.,5
OCTech.Mobile.Applications.TouchScan,Keith Murray,"The most extensive ODB2 app on Google Play. I found no other app that can get all the advanced codes like ABS, AWD, and even the Bose amp faults like this one can with the Nissan addon. It was well worth the $15 for the app and addon, as a comparable handheld scanner costs many times this. I can even track the reading of my wheel speed sensors (one of which caused my ABS light to stay on) in real time. And one small issue I had was QUICKLY addressed by support. This is the OBD2 app you need!",5
OCTech.Mobile.Applications.TouchScan,Danial Mirzaei,Best Graphics and pleasing to use Thanks for the new update oct 30. Settings are well organized and vehicle editor is super easy now to access.,5
OCTech.Mobile.Applications.TouchScan,Ace Solomon,"It's only for iphones, don't buy it for androids. Just hate the fact I can't get my money back.",1
OCTech.Mobile.Applications.TouchScan,Brody R,"Would not connect with Veepeak bluetooth OBDII sensor, even after following instructions to a T. Had to install a different app.",2
OCTech.Mobile.Applications.TouchScan,Les,Worse than the free apps that are available. I want my money back,2
OCTech.Mobile.Applications.TouchScan,Annie Woodard,It cost to much and it don't do want it said it would the abs brakes,2
