Package Name,Reviewer name,Review,Rating
com.tortel.syslog,Gutto Silva,Perfect,5
com.tortel.syslog,Steve Jankiewicz,"Noobs should be required to install this before ever reporting issues with ROM's!  Thanks a lot, bro!",5
com.tortel.syslog,Oreo G,"Yet helpful, on-the-go or just in mobile. Adds in automatically zipped logs easy for sharing.",5
com.tortel.syslog,Guilherme Souza,"Fantastic app makes life a lot easier, just missing option to save to sdcard. Edit nvm",5
com.tortel.syslog,Stephen Overton,Exactly what I need for getting logs. Plus supports dropbox.,5
com.tortel.syslog,Panos Lalakos,well implemented.,5
com.tortel.syslog,Valerii Vitenko,"The majority of apps of that kind never give so much detailed information about the hidden processes not only in system, but also on kernel level.",5
com.tortel.syslog,Ronnie Tucker,Best way to report ROM error reports.,4
com.tortel.syslog,Paul W,better than lumberjack which can't get dmesg on JB.,5
com.tortel.syslog,Dory Goldberger,He fixed all the things!  Keep up the good work dev!,5
com.tortel.syslog,A Google user,Allowed me to debug my apps and OS while AFK. One click and they're in my dropbox.,5
sk.madzik.android.logcatudp,matthew dunnington,"The default IP address which is suggested has been reported many times as 
spam and hackers for gaining access to devices",1
sk.madzik.android.logcatudp,Jason Spittz,What??,1
sk.madzik.android.logcatudp,Ladislav Tokar,Good app,5
sk.madzik.android.logcatudp,Deniz Opal,"Thank you Jan, this made a device with a broken USB post useful as a test device again.",5
sk.madzik.android.logcatudp,A Google user,"When I saw this I knew I had to utilize it with my arduino Ethernet board. As of now, I've got it configured to output received packets over serial but will be enjoying myself very much when it's a single unit displaying my logcat on an LCD screen. I would like to know why I am receiving my logcat packets from source IPs external to my network? Some appear from the androids IP but most others from a handful of outside IPs. Either I've missed something simple or the app routes traffic out(hopefully unlikely)",5
sk.madzik.android.logcatudp,A Google user,This app saved me a ton of time on an adk app!!!,5
sk.madzik.android.logcatudp,A Google user,You are a genious!,5
sk.madzik.android.logcatudp,A Google user,"...This is the most useful app I've used so far as a developer. Saves time and some stresses. Hope to see some updates like better filtering options...and, if possible, color coding...something on par to alogcat would be incredible. Thanks for your work!",5
sk.madzik.android.logcatudp,A Google user,"Nice App! Thanks for custom filters. Bug: In 3G tests, the service stops. I am seeking the bug for this..",4
com.csgroup.logcat,Del Robertson,Good,5
com.csgroup.logcat,Lea Say,Love you guys But still can't remove my stockers P,5
com.csgroup.logcat,Chris Hills,Works no root mi 9 lite cheers,5
com.csgroup.logcat,Andrew Brown,Spam,1
com.csgroup.logcat,Emma Kn,Excellent app! (on phone with root),5
com.csgroup.logcat,Benjamin Bradford,"Doesn't work, even after granting permissions",1
scd.lcex,Laura Lee,Love this app for figuring stuff out,4
scd.lcex,Jerónimo Barraco Mármol,Cant handle main logs. It freezes. Unusable. :/ ui is inconvenient.,2
scd.lcex,White Crow,Great,5
scd.lcex,Hamdha Muaz,Best app for read logcat,5
scd.lcex,Anthony Seibel,"Yeah... For what this app allows us to keep track of, five-stars, no other comments.",5
scd.lcex,-,Freezes a few seconds after opening,1
scd.lcex,Andrive,Opens and doesn't respond/crashes,1
scd.lcex,Buisnessman Richboi,meh,2
scd.lcex,Mike Abitia,Very useful app!,5
scd.lcex,Deven Bhatt,Really very helpful. But I am unable to grant read logs righta in MIUI 11 (Redmi Note 8 Pro),5
scd.lcex,phone Account,Crashes every single time I try to view the log.,1
scd.lcex,Bill Boyd,Won't start. Hangs immediately after opening.,1
scd.lcex,Petani Harapan Bangsa,loveee,5
scd.lcex,Aaron Nickolopoulos,Always a go-to,5
scd.lcex,Dave Mackintosh,It's pretty good but truncates longer errors which makes it pretty useless for debugging apps on device.,3
scd.lcex,Justin bukowski,"Blank screen on opening, completely unresponsive. Rooted Samsung Galaxy S5 Neo running Nougat.",1
scd.lcex,Ryan Palmer,Great,3
scd.lcex,Wesley Killingsworth,This is the best logcat app I've come across. Makes diagnosing issues directly on your device super convenient!,5
scd.lcex,Zol Varg,So bad filtering,1
scd.lcex,jack sparrow,"i think something is broken in latest update, no logs are showing or being saved. no idea if it's error on my side but previously on a different rom it was working great & the record logs (auto saves in a file) option really helped a lot when had to capture logs of device restarting at a specific event.",5
scd.lcex,tom duly,"Bestest Logcat app!!! You can't go wrong! Had others... However, have had THIS app for few years, because it is the BEST one out there!",5
scd.lcex,Daniel T,"Doesn't work. ""Accept"" button on license dialog doesn't do anything. No logs show up.",1
scd.lcex,Tom Smith,"PLEASE READ REVIEW: Jacques Bertrand 24/09/2018 Works great. This should be added to the app's description: if you don't have root, connect to computer & copy/paste this in adb: adb shell pm grant scd.lcex android.permission.READ_LOGS 1 people found this helpful",5
scd.lcex,beast gamer717,works extreamly well logs everything,5
scd.lcex,Prestor John,this app has been a huge help in keeping track of logging information due to the fact that I have had a very very serious problem with being hacked and this app has been a huge help in keeping track of logging information due to remote access being utilized on my devices what I wanted to ask the developer is I was wondering if there is a similar app made for Windows due to the fact that my Windows laptop is also being seriously hacked this is been a serious ongoing problem for over a year,5
scd.lcex,B Wilson,"Root required🦊(NTS-Slick, Search 4 NO-ROOT GPS Apps that ""Bypass Rooted Phone Requirement"", using a PC. Slick,✋ DO NOT, pay for ONE MORE, NEW, Logcat app, thinking, ""OMG Bub,👁️👁️ this X-PRETTY, HOT/NEW YOUNG (✔️LEGAL✔️) APP, XX Eze-On-The-Eyes (Custom) View, Nice ""Booty""ful Backend Reports, X-Xtra Curvey 'TAIL'ored Features, PURRS to TOUCH(Screen), NEVER CHEATS (on resources), FAKE PERFECT (Hide {lie/omitt} Your faults), &/OR Be JESUS-II (ALL FAULTS B-GONE, 4-EVER).",4
scd.lcex,Alvin Williamson Jr.,Needs to be updated. Im running api 28.,1
scd.lcex,A Google user,This app is an invaluable tool. I have used it many times to diagnose and fix hundreds of apps and Android system problems where nothing else would provide me with any information to work with. Also it is the best of its kind that I have found after testing a dozen. Then I bought the Pro version to support its development. Thanks dev for creating it and keep up the good work !,5
scd.lcex,Big Perx,A+,5
scd.lcex,Kyle Villalovos,"Doesn't do anything? Log is constantly empty. Dmsg shows, but isnt live.",3
scd.lcex,Jacques Bertrand,"Works great. This should be added to the app's description: if you don't have root, connect to computer & copy/paste this in adb: adb shell pm grant scd.lcex android.permission.READ_LOGS",5
scd.lcex,Federico Pugnali,I can't see dmesg log. It says syslog_read denied,2
scd.lcex,Dave van,Don't work in oreo,3
scd.lcex,Pitbull Lover,Does what it says.,5
scd.lcex,A Google user,"Floating logs opens, then closes instantly on my galaxy s7 edge",2
scd.lcex,Troy Dalton,"I was beginning to give up on useful tools to help develop directly on my tablet!  Because of health reasons, I cannot sit at my PC for long periods of time. I write using AIDE, then do my final compiles on my computer. This app has been the greatest help of any other tool I've used (not just log readers).  Thanks SCDevs!  I especially like the ability to call the app from my code.  Logcat Extreme is nothing short of awesome!  Keep it up.  I look forward to new, innovative features.  Now, I'm off to buy the paid version.....",5
scd.lcex,積丹尼 Dan Jacobson,Cannot copy individual messages.,4
scd.lcex,Mohammad Ashar Khan,"One Request, Please make Per App Log for Floating window also. Floating log shows complete log.",5
scd.lcex,David3848 _,Amazing,5
scd.lcex,Waqar Aslam,App restart brings them back,5
scd.lcex,Sr. Zé Alguém,Well designed app.,5
scd.lcex,Jason Vidal,I've just this for capturing logs to send to devs. It's been flawless and easy to use,5
scd.lcex,Spencer Mathews,The clear action does not work from the floating button,3
scd.lcex,Ali Alawieh,I am working on multiple devices and debugging  the app in the IDE is a nightmare. Thr floating mode just makes this so useful!,5
scd.lcex,Amit Joshi,Amazing app...i am developing apps on AIDE...this is exactly what i needed...floating logcat feature is Awesome..,5
scd.lcex,Choco Cat,I needed a way to see console logs from Chrome on Android. Unfortunately they don't show up in this app.,2
scd.lcex,Carlos Sessa,doesn't work,1
scd.lcex,M,Lifesaver,5
scd.lcex,Ferenc Dykstra,"This is the third logcat app I've tried, and this what I need!",5
scd.lcex,Ofir Tal,not saving file in case of suddenly boot (show 0 lines). can you please fix? on lg g4,3
scd.lcex,Juency Juen,And helping me diagnose the fatal errors in an app...,4
scd.lcex,Jan Andrei Cobey,"The per-app logging feature is a lifesaver. I found out specifically why some of my system apps were force closing. Apparently, I disabled something important in Titanium Backup. Great UI. Smooth and comprehensive logging.",5
scd.lcex,Chris Hiles,Only app found for KitKat that recorded / continuously saved log files correctly.,5
scd.lcex,Colin Lammie,This logcat reader is the best out of the 3 I've tried. I read the last 10 one star reviews and they didn't disappoint! I'd give these people one star except they know how to breathe so they deserve two.,5
scd.lcex,Mike C,Only Logcat app that worked for me. Helped me find a critical crash bug!,5
scd.lcex,Jaime Ort,"After deleting 55 system apps android settings would force close, I used logcat extreme, to find out what was causing settings to crash and it was the NFC.apk.",5
scd.lcex,Alien Timetraveller,Not working....,2
scd.lcex,Ian Macdonald,A very nice logcat. The floating window is especially nice.,4
scd.lcex,Spiros Papadimitriou,Simply hangs on startup,1
scd.lcex,A Google user,Upon simply starting the app it freezes and causes my phone to soft rebooot.,1
scd.lcex,Josue Andres Julcarima Calle,Imprescindible,5
scd.lcex,Piotr Plenzler,I tested every logcat reader and that one is the best ;),5
scd.lcex,Mārcis Lielbārdis,"Neat interface, floating window with necessary controls, logs manageable from within the app... What more could possibly one ask for? A debugging must-have. Why is this not on top of logcat search results?",5
scd.lcex,Agee Kalisz,Freezing,1
scd.lcex,The Good Samaritan,You need to root your phone to use this for android 4.1 and up.,1
scd.lcex,A Google user,No way to pause the log for review,2
scd.lcex,mikal holloway,Stop no and don't I see what most others wont...,5
scd.lcex,Angus Grayling,Can't accept terms and conditions in CM13,2
scd.lcex,Devin Hussey,but it would be a lot better if we could enable merged logs like CatLog. So view Radio and System logs together.,4
scd.lcex,Whatsin Aname,Loving the app. Especially the per app logcat. Would love to see a per app floating logcat option.,4
scd.lcex,jonty s,Can't stop the scroll. Can't filter.,1
scd.lcex,Evan Conway,Really like the new UI changes,5
scd.lcex,Mathew Pinard,"Most system/power-user focused apps are often lacking a good-looking UI, which isn't the case here.",4
scd.lcex,H,Very user friendly,5
scd.lcex,A Google user,Best software of its kind,5
scd.lcex,Alexander Pataridze,Works great. Best logcat software on play store,5
scd.lcex,HOWARD. BAMBER.,"I tried the lot Inc catlog donate and this is by far the best one, IMO.",5
scd.lcex,Shreya Inamdar,Just need to grant root access to this. You can use SuperSU for that.  And this is all I needed :)  Thanks!,5
scd.lcex,Ti Berek,FC,2
scd.lcex,Michael Duggan,Developer Friendly.,4
scd.lcex,A Google user,Thanks,5
scd.lcex,Sandeep Kowdley,Awesome!!!,5
scd.lcex,Miro Lo,But crashes often? In floating window. What can i do? Works for 15min and stops,4
scd.lcex,Edward Burrell,Live logcat,5
scd.lcex,Vilhelm VonWilrodt,"Lots of very useful functionality. Thank you, devs!",5
scd.lcex,Chris,works on cm12,5
scd.lcex,Terrence Meekins,Just grabbed it and it's very simple to use and the floating window is a bonus.,4
scd.lcex,Sammy Morini,"i am running CM11 on my nexus 4, and no logs are appearing... this is the one of many catlog apps i tried and still not getting anything to display... whats the deal? i did allow superuser access, so i dont know why this wouldnt be working...",2
scd.lcex,Razvan Eduard,best,5
scd.lcex,hero trojan,Great app to view your logs.. It is important for anyone interested in understanding android..Consider to buy the pro to support developer!,5
scd.lcex,Jeff Ivy,"No logs appear on moto x.  Update:Sorry, I guess I didn't realize this app required a rooted phone.  I'll give you 5 stars since it was user error.",5
scd.lcex,Sam Scott,"Unlike CatLog, this app saves your window position (where you are scrolled in the log) when you temporarily switch into another app.  I.E., no more starting from the bottom of the log each time!  Thanks SCDEVS!",5
scd.lcex,C Mondus,"Per app filter,floating feature for real time simple analysis.  Invaluable for troubleshooting",5
scd.lcex,Clare Ambrose,"I have a problem with a game I play on my hudl tablet (android), I need to log the info to send to the developers. How do I use this app to do so?  Thanks for the email with possible solutions, helpful developers are hard to come by :)",2
scd.lcex,Richard Libeau,UI before was way better. New colors are horrible. Still a great app though.,4
scd.lcex,BrandonF,Solid app that does what you need & some nice extras thrown in as well.,5
scd.lcex,Todd Jeffreys,"Great app, very useful debugging aid",5
scd.lcex,Monique LeForbes,simple. easy to use. floating window is an added bonus. highly recommended.,5
scd.lcex,Robert Selberg,And the gui is not following the design guidelines.,1
scd.lcex,Tia Smith,"Works well and easy enough for non-devs and first-timers to operate. I went through a couple other logcat apps before settling on this one, the other apps had me all like ""derp wth am I doing"" but I was able to figure this app out quickly enough and now I'm logcatting away!!!",5
scd.lcex,Bibliaiskola Urszava,Did not show any log...,1
scd.lcex,Shiv Almighty Authority,Great,5
scd.lcex,Chris Baughman,Fantastic app man! I freaking love the overlay feature where I can see something happen exactly when I do it. Keep up the great Dev work!,5
scd.lcex,Prakash J,Excellent app,5
scd.lcex,Marcus Ong,Allows me to see stuff real time. Pity switching from full screen reloads the logcat,5
scd.lcex,Christopher Norulak,"Great features, my own problem is running the floating widget on CM 10.2 on my gnexus, when I launch chrome and hit record it ends up completely crashing the widget within a few seconds. I wish I could get a log of the log crashing but...",4
scd.lcex,Yan cyr-haschigk,Had a problem reading logs but  the developper helped me! Great app. Love it. (My problem is i forgot to uncheck in my kernel the blocking of logs to save battery life),5
scd.lcex,Ye Htut Lwin,Best logcat app,5
scd.lcex,A Google user,Well done! Helps alot debugging phone issues.,5
scd.lcex,Ljudevit Habjanec,Very useful and developer friendly!,5
scd.lcex,Lance Faure,10,5
scd.lcex,Kyan,"I'm really loving the floating window thing, its just what I was looking for! One question though (even though I know you can't respond), where is the clear log button? Like in Catlog? If it isn't there, I would really like it added as it keeps my logs clean and small. Thanks a lot :)",5
scd.lcex,Arda Eren,Not works for me,1
scd.lcex,Jason F,I dabble in app Dev and this log tool is great for me to view my log cat results while testing my app in the real world. Great job!,5
scd.lcex,T Turner,You must have root to read the syslog on Jelly Bean. Don't fault the developer because you didn't know this!,4
scd.lcex,A Google user,Does not show any logs on nexus 7,1
scd.lcex,A Google user,"I've tried aLogcat and several other logcat apps, but this one is by far the best. I especially like the floating logcat feature. You can't ask for more than this!",5
scd.lcex,A Google user,5 star application.,5
scd.lcex,A Google user,Best thing out there... other comments!,5
scd.lcex,A Google user,Good work guys. Everything I imagined.,5
scd.lcex,A Google user,"This is awesome, the floating window is just the icing on the cake, it's perfect for a tablet. Thanks so much. And it helped me solve my problem too!",5
scd.lcex,A Google user,Pretty darn cool. Thanks!,5
scd.lcex,A Google user,Especially the floating logcat. Thank you.,5
scd.lcex,A Google user,One of the best logcat apps,5
scd.lcex,A Google user,This works on jelly bean.,4
scd.lcex,A Google user,Unlike alogcat that crashes while trying to capture crash info.. this actyally free app is awesome (not adware) [all adware is malware] kudos/thanks dev,5
scd.lcex,A Google user,Awesome,5
scd.lcex,A Google user,Love how you integrated the floating feature :),5
scd.lcex,A Google user,Best logcat app,5
scd.lcex,A Google user,Thanks.,5
scd.lcex,A Google user,Best logcat app,5
com.pluscubed.matlog,Areasu,Spins around. Alternative all from the store works fine,3
com.pluscubed.matlog,Daniel winston Summ ey. Jr,Tbest,5
com.pluscubed.matlog,Danim,Impressive it is :),5
com.pluscubed.matlog,Nikita Vaizin,"Buggy, does not respect its own settings and constantly jumps around",1
com.pluscubed.matlog,rijal,nice,5
com.pluscubed.matlog,A Google user,Solid logcat app with useful features. Can start recording with a filter both in app & using widget. Stop recording works in app and widget. Great can manage saved logcats in app. Works on both my rooted and unrooted device. Supports log entry copy to clipboard or save log to a text file. Thanks Devs👏🏼 Android 11,5
com.pluscubed.matlog,Hector Casillas,Good,5
com.pluscubed.matlog,Kevad Sugis,Simple and clear app for minimal app debugging on the go,5
com.pluscubed.matlog,Paragon,"Cmon please save the log files whenever Android crashes ,=(",4
com.pluscubed.matlog,Axel Facundo Nuñez vera,Me es de mucha ayuda para ver los errores y corregirlos en las ROMs,5
com.pluscubed.matlog,Darin Shaver,Phone must be rooted or connect to a PC. NOT INTERESTED.,1
com.pluscubed.matlog,David Anderson,"Yes you can view the log - after running the Adb command. But, the Android log is chock full of entries so searchability is a big deal and that's where the app falls short. While I can isolate entries by search string I can't then navigate to the position of a given entry and view it in full context - big failing - and scrolling through is simply impossible due to volume of entries. And saved logs can't be opened in readable form looks like the compressed zip file is opened without decompression",3
com.pluscubed.matlog,Alex Doub,App literally doesn't work. It just loads forever,1
com.pluscubed.matlog,Tomula,Amazing.,5
com.pluscubed.matlog,navabi samar,Keep maintaining this app!,5
com.pluscubed.matlog,Mubashir Rehman,Helps to get logs without a pc. Thanks for the appa,5
com.pluscubed.matlog,prod. 7 Earth,Lately it stopped working for me... It's just loading forever. The app itself is 5/5 but I think I'm missing something... Could you please help me?,5
com.pluscubed.matlog,N Cooper,Appears to work with my hudl2 5.1 but need info about how to add filters by date and interpret the log in order to debug crashes.,3
com.pluscubed.matlog,Probir Ghosh,This app really helpful for debugging stuff 🙏,4
com.pluscubed.matlog,Federico Calzoni,Not working on OnePlus6,1
com.pluscubed.matlog,Colby Combs,Doesn't even load 90% of the time,1
com.pluscubed.matlog,David,"Can you please help me re-enable my logs? I disabled it by renaming ""logd"" in system/bin to ""logd.bak"". I recently wanted to re enable it but no file explorer was able to rename it back to ""logd"". I finally renamed it to ""logd"" but logging seems to not be working because this app loads forever with no text like it used to and other apps that use logcat don't work either. Please help!",5
com.pluscubed.matlog,Leif Hagert,the best Edit: no android 10 support,3
com.pluscubed.matlog,A Google user,Not working in OP6T with stock stable A10. Its just keep showing the loading screen while opening the App.,3
com.pluscubed.matlog,Ashwar Sadh,"It didnt work, i am rooted",1
com.pluscubed.matlog,Harish,Update the app please...,5
com.pluscubed.matlog,Andrés Barrantes Silman,Exactly what we need.,5
com.pluscubed.matlog,Ariyanto Adi Nugroho,This app is very helpful.,5
com.pluscubed.matlog,Alisson Lauffer,awesome app,5
com.pluscubed.matlog,Sumit Singh,not working,1
com.pluscubed.matlog,Addin Mohd,Keeps spinning after launched. Cant do nothing,1
com.pluscubed.matlog,Al Klein,Very nice - better than logcat for some things.,5
com.pluscubed.matlog,Louis Solomon,HOW TO USE WITHOUT ROOT: adb shell pm grant com.pluscubed.matlog android.permission.READ_LOGS,3
com.pluscubed.matlog,alex gardner,"Complains about needing root access to read logs, but never asks for it.",1
com.pluscubed.matlog,Michael Bergman,"More often than not the app just shows a spinning wheel, and no logs, on my OnePlus 6T rooted with Magisk. Does work periodically.",2
com.pluscubed.matlog,A Google user,Just a well rounded solution for on device log data....Nice work!!!,5
com.pluscubed.matlog,A Google user,Doesn't even work,1
com.pluscubed.matlog,Jay C,Thank you for fixing the Widget.  Matlog is the best Logcat for me,5
com.pluscubed.matlog,A Google user,Won't even grant root permission!,1
com.pluscubed.matlog,Abdulrahman Abdullahi,Alhamdulillah,5
com.pluscubed.matlog,Jacques Bertrand,"Works great. This should be added to the app's description: if you don't have root, connect to computer & copy/paste this in adb: adb shell pm grant com.pluscubed.matlog android.permission.READ_LOGS",5
com.pluscubed.matlog,--,Needs root,1
com.pluscubed.matlog,Khalid Alharisi,I like how you provide an alternative way to grant the required permission. Thanks a lot.,5
com.pluscubed.matlog,Alvin Lin,not working,2
com.pluscubed.matlog,Arun G,"It just keep spinning. I am sure that is was working last month. But now it 
just keeps spinning.",1
com.pluscubed.matlog,mito . . .,Crashes when sending log as text or attachment. note 8 and oreo.,2
